iso2,iso3,country,var,var_long,var_axis,var_question,year,obs_value,year_date
ME,MNE,Montenegro,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0,2017-01-01
ME,MNE,Montenegro,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.19,2018-01-01
ME,MNE,Montenegro,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2018,18.02,2018-01-01
ME,MNE,Montenegro,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,1.8,2019-01-01
ME,MNE,Montenegro,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,46.6101558707902,2019-01-01
ME,MNE,Montenegro,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,4.3,2015-01-01
ME,MNE,Montenegro,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,1.18848123982363,2017-01-01
ME,MNE,Montenegro,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,1.91630700967902,2018-01-01
ME,MNE,Montenegro,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,0,2018-01-01
ME,MNE,Montenegro,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,17.4668920832465,2019-01-01
ME,MNE,Montenegro,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,19.3767,2018-01-01
ME,MNE,Montenegro,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,5.92,2018-01-01
MK,MKD,North Macedonia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.1,2017-01-01
MK,MKD,North Macedonia,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2019,35.8,2019-01-01
MK,MKD,North Macedonia,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2019,2.8,2019-01-01
MK,MKD,North Macedonia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,265.269612138275,2019-01-01
MK,MKD,North Macedonia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,4.64656208609096,2017-01-01
MK,MKD,North Macedonia,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2018,36.81592039801,2018-01-01
MK,MKD,North Macedonia,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2018,0.25,2018-01-01
MK,MKD,North Macedonia,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2019,0.0161003509046493,2019-01-01
MK,MKD,North Macedonia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2017,0,2017-01-01
MK,MKD,North Macedonia,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2018,0.11,2018-01-01
MK,MKD,North Macedonia,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2019,1.9,2019-01-01
MK,MKD,North Macedonia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2019,27.9231170671869,2019-01-01
MK,MKD,North Macedonia,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2015,2.9,2015-01-01
MK,MKD,North Macedonia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2017,0.268088129504439,2017-01-01
MK,MKD,North Macedonia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2018,1.04963723000542,2018-01-01
MK,MKD,North Macedonia,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2018,0.109319596261817,2018-01-01
MK,MKD,North Macedonia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2019,61.9159786382745,2019-01-01
MK,MKD,North Macedonia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2018,31.2058,2018-01-01
MK,MKD,North Macedonia,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2017,1.0844,2017-01-01
MK,MKD,North Macedonia,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2018,5.38,2018-01-01
NO,NOR,Norway,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2017,0.8,2017-01-01
NO,NOR,Norway,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2019,2719.67406702286,2019-01-01
NO,NOR,Norway,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2017,12.0713004470483,2017-01-01
